Year,month,value,var,district
1951,8,172.6,Sunshine,England_SE_and_Central_S
1952,8,188.5,Sunshine,England_SE_and_Central_S
1953,8,233.4,Sunshine,England_SE_and_Central_S
1954,8,145.5,Sunshine,England_SE_and_Central_S
1955,8,204.7,Sunshine,England_SE_and_Central_S
1956,8,171.3,Sunshine,England_SE_and_Central_S
1957,8,174.2,Sunshine,England_SE_and_Central_S
1958,8,125.4,Sunshine,England_SE_and_Central_S
1959,8,234.3,Sunshine,England_SE_and_Central_S
1960,8,164.3,Sunshine,England_SE_and_Central_S
1961,8,175.3,Sunshine,England_SE_and_Central_S
1962,8,176.4,Sunshine,England_SE_and_Central_S
1963,8,153.9,Sunshine,England_SE_and_Central_S
1964,8,207.2,Sunshine,England_SE_and_Central_S
1965,8,184.7,Sunshine,England_SE_and_Central_S
1966,8,191.9,Sunshine,England_SE_and_Central_S
1967,8,179.4,Sunshine,England_SE_and_Central_S
1968,8,126.2,Sunshine,England_SE_and_Central_S
1969,8,163.9,Sunshine,England_SE_and_Central_S
1970,8,188.5,Sunshine,England_SE_and_Central_S
1971,8,143.1,Sunshine,England_SE_and_Central_S
1972,8,196.0,Sunshine,England_SE_and_Central_S
1973,8,197.5,Sunshine,England_SE_and_Central_S
1974,8,202.7,Sunshine,England_SE_and_Central_S
1975,8,233.6,Sunshine,England_SE_and_Central_S
1976,8,282.0,Sunshine,England_SE_and_Central_S
1977,8,146.1,Sunshine,England_SE_and_Central_S
1978,8,183.2,Sunshine,England_SE_and_Central_S
1979,8,177.3,Sunshine,England_SE_and_Central_S
1980,8,175.3,Sunshine,England_SE_and_Central_S
1981,8,213.7,Sunshine,England_SE_and_Central_S
1982,8,180.5,Sunshine,England_SE_and_Central_S
1983,8,231.2,Sunshine,England_SE_and_Central_S
1984,8,192.6,Sunshine,England_SE_and_Central_S
1985,8,195.1,Sunshine,England_SE_and_Central_S
1986,8,165.6,Sunshine,England_SE_and_Central_S
1987,8,177.9,Sunshine,England_SE_and_Central_S
1988,8,188.2,Sunshine,England_SE_and_Central_S
1989,8,260.5,Sunshine,England_SE_and_Central_S
1990,8,253.4,Sunshine,England_SE_and_Central_S
1991,8,251.4,Sunshine,England_SE_and_Central_S
1992,8,150.9,Sunshine,England_SE_and_Central_S
1993,8,218.2,Sunshine,England_SE_and_Central_S
1994,8,182.6,Sunshine,England_SE_and_Central_S
1995,8,291.3,Sunshine,England_SE_and_Central_S
1996,8,221.0,Sunshine,England_SE_and_Central_S
1997,8,188.2,Sunshine,England_SE_and_Central_S
1998,8,257.6,Sunshine,England_SE_and_Central_S
1999,8,187.1,Sunshine,England_SE_and_Central_S
2000,8,214.9,Sunshine,England_SE_and_Central_S
2001,8,200.0,Sunshine,England_SE_and_Central_S
2002,8,186.8,Sunshine,England_SE_and_Central_S
2003,8,240.1,Sunshine,England_SE_and_Central_S
2004,8,202.5,Sunshine,England_SE_and_Central_S
2005,8,239.6,Sunshine,England_SE_and_Central_S
2006,8,179.0,Sunshine,England_SE_and_Central_S
2007,8,217.2,Sunshine,England_SE_and_Central_S
2008,8,127.9,Sunshine,England_SE_and_Central_S
2009,8,195.7,Sunshine,England_SE_and_Central_S
2010,8,136.8,Sunshine,England_SE_and_Central_S
2011,8,164.9,Sunshine,England_SE_and_Central_S
2012,8,188.5,Sunshine,England_SE_and_Central_S
2013,8,214.4,Sunshine,England_SE_and_Central_S
2014,8,199.2,Sunshine,England_SE_and_Central_S
2015,8,148.2,Sunshine,England_SE_and_Central_S
2016,8,234.5,Sunshine,England_SE_and_Central_S
2017,8,197.3,Sunshine,England_SE_and_Central_S
2018,8,190.9,Sunshine,England_SE_and_Central_S
2019,8,228.2,Sunshine,England_SE_and_Central_S
2020,8,186.1,Sunshine,England_SE_and_Central_S
2021,8,137.1,Sunshine,England_SE_and_Central_S
2022,8,245.3,Sunshine,England_SE_and_Central_S
2023,8,184.4,Sunshine,England_SE_and_Central_S
2024,8,208.8,Sunshine,England_SE_and_Central_S
2025,8,222.9,Sunshine,England_SE_and_Central_S
2026,8,,Sunshine,England_SE_and_Central_S
1910,9,149.7,Sunshine,England_SE_and_Central_S
1911,9,226.6,Sunshine,England_SE_and_Central_S
1912,9,128.0,Sunshine,England_SE_and_Central_S
1913,9,135.6,Sunshine,England_SE_and_Central_S
1914,9,210.0,Sunshine,England_SE_and_Central_S
1915,9,180.2,Sunshine,England_SE_and_Central_S
1916,9,119.0,Sunshine,England_SE_and_Central_S
1917,9,154.4,Sunshine,England_SE_and_Central_S
1918,9,158.5,Sunshine,England_SE_and_Central_S
1919,9,164.3,Sunshine,England_SE_and_Central_S
1920,9,108.5,Sunshine,England_SE_and_Central_S
1921,9,178.0,Sunshine,England_SE_and_Central_S
1922,9,122.5,Sunshine,England_SE_and_Central_S
1923,9,187.6,Sunshine,England_SE_and_Central_S
1924,9,121.9,Sunshine,England_SE_and_Central_S
1925,9,139.2,Sunshine,England_SE_and_Central_S
1926,9,136.5,Sunshine,England_SE_and_Central_S
1927,9,110.9,Sunshine,England_SE_and_Central_S
1928,9,216.5,Sunshine,England_SE_and_Central_S
1929,9,200.9,Sunshine,England_SE_and_Central_S
1930,9,131.3,Sunshine,England_SE_and_Central_S
1931,9,122.8,Sunshine,England_SE_and_Central_S
1932,9,107.4,Sunshine,England_SE_and_Central_S
1933,9,187.2,Sunshine,England_SE_and_Central_S
1934,9,178.6,Sunshine,England_SE_and_Central_S
1935,9,152.3,Sunshine,England_SE_and_Central_S
1936,9,101.1,Sunshine,England_SE_and_Central_S
1937,9,157.4,Sunshine,England_SE_and_Central_S
1938,9,135.3,Sunshine,England_SE_and_Central_S
1939,9,169.5,Sunshine,England_SE_and_Central_S
1940,9,173.4,Sunshine,England_SE_and_Central_S
1941,9,127.1,Sunshine,England_SE_and_Central_S
1942,9,134.1,Sunshine,England_SE_and_Central_S
1943,9,156.4,Sunshine,England_SE_and_Central_S
1944,9,152.2,Sunshine,England_SE_and_Central_S
1945,9,79.6,Sunshine,England_SE_and_Central_S
1946,9,118.7,Sunshine,England_SE_and_Central_S
1947,9,168.0,Sunshine,England_SE_and_Central_S
1948,9,159.9,Sunshine,England_SE_and_Central_S
1949,9,157.0,Sunshine,England_SE_and_Central_S
1950,9,120.6,Sunshine,England_SE_and_Central_S
1951,9,106.6,Sunshine,England_SE_and_Central_S
1952,9,142.6,Sunshine,England_SE_and_Central_S
1953,9,172.8,Sunshine,England_SE_and_Central_S
1954,9,162.2,Sunshine,England_SE_and_Central_S
1955,9,158.0,Sunshine,England_SE_and_Central_S
1956,9,111.9,Sunshine,England_SE_and_Central_S
1957,9,112.9,Sunshine,England_SE_and_Central_S
1958,9,138.4,Sunshine,England_SE_and_Central_S
1959,9,224.4,Sunshine,England_SE_and_Central_S
1960,9,132.9,Sunshine,England_SE_and_Central_S
1961,9,133.5,Sunshine,England_SE_and_Central_S
1962,9,148.8,Sunshine,England_SE_and_Central_S
1963,9,125.2,Sunshine,England_SE_and_Central_S
1964,9,211.1,Sunshine,England_SE_and_Central_S
1965,9,132.2,Sunshine,England_SE_and_Central_S
1966,9,163.5,Sunshine,England_SE_and_Central_S
1967,9,119.8,Sunshine,England_SE_and_Central_S
1968,9,132.8,Sunshine,England_SE_and_Central_S
1969,9,116.1,Sunshine,England_SE_and_Central_S
1970,9,160.4,Sunshine,England_SE_and_Central_S
1971,9,185.6,Sunshine,England_SE_and_Central_S
1972,9,131.7,Sunshine,England_SE_and_Central_S
1973,9,173.4,Sunshine,England_SE_and_Central_S
1974,9,156.3,Sunshine,England_SE_and_Central_S
1975,9,147.6,Sunshine,England_SE_and_Central_S
1976,9,131.5,Sunshine,England_SE_and_Central_S
1977,9,124.5,Sunshine,England_SE_and_Central_S
1978,9,170.0,Sunshine,England_SE_and_Central_S
1979,9,177.5,Sunshine,England_SE_and_Central_S
1980,9,140.1,Sunshine,England_SE_and_Central_S
1981,9,155.7,Sunshine,England_SE_and_Central_S
1982,9,155.6,Sunshine,England_SE_and_Central_S
1983,9,114.0,Sunshine,England_SE_and_Central_S
1984,9,112.1,Sunshine,England_SE_and_Central_S
1985,9,148.8,Sunshine,England_SE_and_Central_S
1986,9,157.6,Sunshine,England_SE_and_Central_S
1987,9,146.8,Sunshine,England_SE_and_Central_S
1988,9,143.9,Sunshine,England_SE_and_Central_S
1989,9,134.8,Sunshine,England_SE_and_Central_S
1990,9,172.6,Sunshine,England_SE_and_Central_S
1991,9,175.5,Sunshine,England_SE_and_Central_S
1992,9,129.0,Sunshine,England_SE_and_Central_S
1993,9,105.7,Sunshine,England_SE_and_Central_S
1994,9,115.4,Sunshine,England_SE_and_Central_S
1995,9,143.1,Sunshine,England_SE_and_Central_S
1996,9,151.5,Sunshine,England_SE_and_Central_S
1997,9,190.3,Sunshine,England_SE_and_Central_S
1998,9,148.6,Sunshine,England_SE_and_Central_S
1999,9,159.1,Sunshine,England_SE_and_Central_S
2000,9,127.7,Sunshine,England_SE_and_Central_S
2001,9,139.3,Sunshine,England_SE_and_Central_S
2002,9,177.9,Sunshine,England_SE_and_Central_S
2003,9,194.6,Sunshine,England_SE_and_Central_S
2004,9,170.8,Sunshine,England_SE_and_Central_S
2005,9,160.1,Sunshine,England_SE_and_Central_S
2006,9,162.1,Sunshine,England_SE_and_Central_S
2007,9,160.6,Sunshine,England_SE_and_Central_S
2008,9,129.9,Sunshine,England_SE_and_Central_S
2009,9,166.9,Sunshine,England_SE_and_Central_S
2010,9,137.5,Sunshine,England_SE_and_Central_S
2011,9,164.2,Sunshine,England_SE_and_Central_S
2012,9,181.1,Sunshine,England_SE_and_Central_S
2013,9,126.4,Sunshine,England_SE_and_Central_S
2014,9,144.6,Sunshine,England_SE_and_Central_S
2015,9,179.1,Sunshine,England_SE_and_Central_S
2016,9,139.2,Sunshine,England_SE_and_Central_S
2017,9,134.3,Sunshine,England_SE_and_Central_S
2018,9,184.1,Sunshine,England_SE_and_Central_S
2019,9,172.5,Sunshine,England_SE_and_Central_S
2020,9,172.1,Sunshine,England_SE_and_Central_S
2021,9,150.5,Sunshine,England_SE_and_Central_S
2022,9,130.5,Sunshine,England_SE_and_Central_S
2023,9,170.1,Sunshine,England_SE_and_Central_S
2024,9,129.8,Sunshine,England_SE_and_Central_S
2025,9,176.6,Sunshine,England_SE_and_Central_S
2026,9,,Sunshine,England_SE_and_Central_S
1910,10,71.8,Sunshine,England_SE_and_Central_S
1911,10,104.0,Sunshine,England_SE_and_Central_S
1912,10,127.4,Sunshine,England_SE_and_Central_S
1913,10,99.0,Sunshine,England_SE_and_Central_S
1914,10,86.2,Sunshine,England_SE_and_Central_S
1915,10,66.9,Sunshine,England_SE_and_Central_S
1916,10,87.0,Sunshine,England_SE_and_Central_S
1917,10,135.6,Sunshine,England_SE_and_Central_S
1918,10,80.8,Sunshine,England_SE_and_Central_S
1919,10,147.3,Sunshine,England_SE_and_Central_S
1920,10,134.0,Sunshine,England_SE_and_Central_S
1921,10,162.7,Sunshine,England_SE_and_Central_S
1922,10,132.2,Sunshine,England_SE_and_Central_S
1923,10,96.2,Sunshine,England_SE_and_Central_S
1924,10,81.1,Sunshine,England_SE_and_Central_S
1925,10,111.4,Sunshine,England_SE_and_Central_S
1926,10,98.0,Sunshine,England_SE_and_Central_S
1927,10,102.3,Sunshine,England_SE_and_Central_S
1928,10,112.2,Sunshine,England_SE_and_Central_S
1929,10,111.0,Sunshine,England_SE_and_Central_S
1930,10,123.3,Sunshine,England_SE_and_Central_S
1931,10,110.9,Sunshine,England_SE_and_Central_S
1932,10,105.1,Sunshine,England_SE_and_Central_S
1933,10,108.2,Sunshine,England_SE_and_Central_S
1934,10,75.8,Sunshine,England_SE_and_Central_S
1935,10,101.9,Sunshine,England_SE_and_Central_S
1936,10,107.5,Sunshine,England_SE_and_Central_S
1937,10,91.8,Sunshine,England_SE_and_Central_S
1938,10,121.5,Sunshine,England_SE_and_Central_S
1939,10,94.2,Sunshine,England_SE_and_Central_S
1940,10,99.0,Sunshine,England_SE_and_Central_S
1941,10,116.8,Sunshine,England_SE_and_Central_S
1942,10,87.5,Sunshine,England_SE_and_Central_S
1943,10,103.7,Sunshine,England_SE_and_Central_S
1944,10,99.4,Sunshine,England_SE_and_Central_S
1945,10,119.7,Sunshine,England_SE_and_Central_S
1946,10,86.2,Sunshine,England_SE_and_Central_S
1947,10,126.3,Sunshine,England_SE_and_Central_S
1948,10,111.9,Sunshine,England_SE_and_Central_S
1949,10,125.5,Sunshine,England_SE_and_Central_S
1950,10,104.9,Sunshine,England_SE_and_Central_S
1951,10,122.7,Sunshine,England_SE_and_Central_S
1952,10,104.2,Sunshine,England_SE_and_Central_S
1953,10,95.1,Sunshine,England_SE_and_Central_S
1954,10,92.9,Sunshine,England_SE_and_Central_S
1955,10,122.7,Sunshine,England_SE_and_Central_S
1956,10,114.8,Sunshine,England_SE_and_Central_S
1957,10,98.9,Sunshine,England_SE_and_Central_S
1958,10,101.8,Sunshine,England_SE_and_Central_S
1959,10,155.2,Sunshine,England_SE_and_Central_S
1960,10,81.8,Sunshine,England_SE_and_Central_S
1961,10,128.7,Sunshine,England_SE_and_Central_S
1962,10,126.3,Sunshine,England_SE_and_Central_S
1963,10,78.2,Sunshine,England_SE_and_Central_S
1964,10,132.0,Sunshine,England_SE_and_Central_S
1965,10,137.2,Sunshine,England_SE_and_Central_S
1966,10,79.0,Sunshine,England_SE_and_Central_S
1967,10,98.2,Sunshine,England_SE_and_Central_S
1968,10,67.9,Sunshine,England_SE_and_Central_S
1969,10,120.9,Sunshine,England_SE_and_Central_S
1970,10,107.9,Sunshine,England_SE_and_Central_S
1971,10,145.9,Sunshine,England_SE_and_Central_S
1972,10,108.6,Sunshine,England_SE_and_Central_S
1973,10,107.2,Sunshine,England_SE_and_Central_S
1974,10,98.1,Sunshine,England_SE_and_Central_S
1975,10,117.6,Sunshine,England_SE_and_Central_S
1976,10,63.7,Sunshine,England_SE_and_Central_S
1977,10,115.8,Sunshine,England_SE_and_Central_S
1978,10,106.3,Sunshine,England_SE_and_Central_S
1979,10,118.5,Sunshine,England_SE_and_Central_S
1980,10,124.3,Sunshine,England_SE_and_Central_S
1981,10,104.8,Sunshine,England_SE_and_Central_S
1982,10,72.8,Sunshine,England_SE_and_Central_S
1983,10,115.3,Sunshine,England_SE_and_Central_S
1984,10,90.9,Sunshine,England_SE_and_Central_S
1985,10,121.4,Sunshine,England_SE_and_Central_S
1986,10,113.2,Sunshine,England_SE_and_Central_S
1987,10,113.0,Sunshine,England_SE_and_Central_S
1988,10,111.3,Sunshine,England_SE_and_Central_S
1989,10,101.4,Sunshine,England_SE_and_Central_S
1990,10,117.1,Sunshine,England_SE_and_Central_S
1991,10,90.3,Sunshine,England_SE_and_Central_S
1992,10,110.3,Sunshine,England_SE_and_Central_S
1993,10,111.5,Sunshine,England_SE_and_Central_S
1994,10,143.8,Sunshine,England_SE_and_Central_S
1995,10,125.7,Sunshine,England_SE_and_Central_S
1996,10,130.9,Sunshine,England_SE_and_Central_S
1997,10,160.1,Sunshine,England_SE_and_Central_S
1998,10,94.4,Sunshine,England_SE_and_Central_S
1999,10,154.0,Sunshine,England_SE_and_Central_S
2000,10,94.2,Sunshine,England_SE_and_Central_S
2001,10,105.1,Sunshine,England_SE_and_Central_S
2002,10,102.4,Sunshine,England_SE_and_Central_S
2003,10,146.6,Sunshine,England_SE_and_Central_S
2004,10,104.5,Sunshine,England_SE_and_Central_S
2005,10,104.5,Sunshine,England_SE_and_Central_S
2006,10,106.5,Sunshine,England_SE_and_Central_S
2007,10,109.4,Sunshine,England_SE_and_Central_S
2008,10,135.9,Sunshine,England_SE_and_Central_S
2009,10,102.1,Sunshine,England_SE_and_Central_S
2010,10,120.5,Sunshine,England_SE_and_Central_S
2011,10,136.8,Sunshine,England_SE_and_Central_S
2012,10,86.0,Sunshine,England_SE_and_Central_S
2013,10,97.5,Sunshine,England_SE_and_Central_S
2014,10,106.8,Sunshine,England_SE_and_Central_S
2015,10,96.6,Sunshine,England_SE_and_Central_S
2016,10,128.3,Sunshine,England_SE_and_Central_S
2017,10,92.7,Sunshine,England_SE_and_Central_S
2018,10,142.7,Sunshine,England_SE_and_Central_S
2019,10,84.1,Sunshine,England_SE_and_Central_S
2020,10,69.4,Sunshine,England_SE_and_Central_S
2021,10,98.7,Sunshine,England_SE_and_Central_S
2022,10,132.9,Sunshine,England_SE_and_Central_S
2023,10,114.4,Sunshine,England_SE_and_Central_S
2024,10,86.4,Sunshine,England_SE_and_Central_S
2025,10,79.8,Sunshine,England_SE_and_Central_S
2026,10,,Sunshine,England_SE_and_Central_S
1910,11,80.2,Sunshine,England_SE_and_Central_S
1911,11,61.4,Sunshine,England_SE_and_Central_S
1912,11,35.2,Sunshine,England_SE_and_Central_S
1913,11,73.6,Sunshine,England_SE_and_Central_S
1914,11,72.8,Sunshine,England_SE_and_Central_S
1915,11,83.5,Sunshine,England_SE_and_Central_S
1916,11,61.9,Sunshine,England_SE_and_Central_S
1917,11,52.7,Sunshine,England_SE_and_Central_S
1918,11,73.5,Sunshine,England_SE_and_Central_S
1919,11,49.6,Sunshine,England_SE_and_Central_S
1920,11,72.8,Sunshine,England_SE_and_Central_S
1921,11,72.0,Sunshine,England_SE_and_Central_S
1922,11,56.6,Sunshine,England_SE_and_Central_S
1923,11,95.2,Sunshine,England_SE_and_Central_S
1924,11,52.7,Sunshine,England_SE_and_Central_S
1925,11,90.4,Sunshine,England_SE_and_Central_S
1926,11,42.3,Sunshine,England_SE_and_Central_S
1927,11,54.5,Sunshine,England_SE_and_Central_S
1928,11,63.3,Sunshine,England_SE_and_Central_S
1929,11,76.1,Sunshine,England_SE_and_Central_S
1930,11,68.8,Sunshine,England_SE_and_Central_S
1931,11,61.9,Sunshine,England_SE_and_Central_S
1932,11,44.5,Sunshine,England_SE_and_Central_S
1933,11,60.3,Sunshine,England_SE_and_Central_S
1934,11,37.3,Sunshine,England_SE_and_Central_S
1935,11,55.8,Sunshine,England_SE_and_Central_S
1936,11,46.4,Sunshine,England_SE_and_Central_S
1937,11,70.9,Sunshine,England_SE_and_Central_S
1938,11,54.7,Sunshine,England_SE_and_Central_S
1939,11,40.8,Sunshine,England_SE_and_Central_S
1940,11,77.2,Sunshine,England_SE_and_Central_S
1941,11,44.0,Sunshine,England_SE_and_Central_S
1942,11,69.7,Sunshine,England_SE_and_Central_S
1943,11,70.2,Sunshine,England_SE_and_Central_S
1944,11,55.3,Sunshine,England_SE_and_Central_S
1945,11,49.7,Sunshine,England_SE_and_Central_S
1946,11,49.6,Sunshine,England_SE_and_Central_S
1947,11,71.0,Sunshine,England_SE_and_Central_S
1948,11,78.8,Sunshine,England_SE_and_Central_S
1949,11,76.9,Sunshine,England_SE_and_Central_S
1950,11,62.7,Sunshine,England_SE_and_Central_S
1951,11,67.2,Sunshine,England_SE_and_Central_S
1952,11,66.0,Sunshine,England_SE_and_Central_S
1953,11,49.5,Sunshine,England_SE_and_Central_S
1954,11,58.6,Sunshine,England_SE_and_Central_S
1955,11,54.2,Sunshine,England_SE_and_Central_S
1956,11,71.7,Sunshine,England_SE_and_Central_S
1957,11,67.1,Sunshine,England_SE_and_Central_S
1958,11,51.7,Sunshine,England_SE_and_Central_S
1959,11,61.9,Sunshine,England_SE_and_Central_S
1960,11,73.5,Sunshine,England_SE_and_Central_S
1961,11,64.2,Sunshine,England_SE_and_Central_S
1962,11,35.4,Sunshine,England_SE_and_Central_S
1963,11,60.1,Sunshine,England_SE_and_Central_S
1964,11,54.8,Sunshine,England_SE_and_Central_S
1965,11,87.6,Sunshine,England_SE_and_Central_S
1966,11,56.2,Sunshine,England_SE_and_Central_S
1967,11,76.4,Sunshine,England_SE_and_Central_S
1968,11,47.1,Sunshine,England_SE_and_Central_S
1969,11,79.9,Sunshine,England_SE_and_Central_S
1970,11,60.7,Sunshine,England_SE_and_Central_S
1971,11,100.1,Sunshine,England_SE_and_Central_S
1972,11,78.3,Sunshine,England_SE_and_Central_S
1973,11,90.5,Sunshine,England_SE_and_Central_S
1974,11,49.4,Sunshine,England_SE_and_Central_S
1975,11,81.4,Sunshine,England_SE_and_Central_S
1976,11,55.9,Sunshine,England_SE_and_Central_S
1977,11,92.9,Sunshine,England_SE_and_Central_S
1978,11,77.0,Sunshine,England_SE_and_Central_S
1979,11,70.3,Sunshine,England_SE_and_Central_S
1980,11,66.8,Sunshine,England_SE_and_Central_S
1981,11,48.5,Sunshine,England_SE_and_Central_S
1982,11,62.8,Sunshine,England_SE_and_Central_S
1983,11,52.9,Sunshine,England_SE_and_Central_S
1984,11,65.4,Sunshine,England_SE_and_Central_S
1985,11,83.9,Sunshine,England_SE_and_Central_S
1986,11,76.7,Sunshine,England_SE_and_Central_S
1987,11,54.0,Sunshine,England_SE_and_Central_S
1988,11,91.8,Sunshine,England_SE_and_Central_S
1989,11,104.5,Sunshine,England_SE_and_Central_S
1990,11,78.0,Sunshine,England_SE_and_Central_S
1991,11,54.5,Sunshine,England_SE_and_Central_S
1992,11,58.9,Sunshine,England_SE_and_Central_S
1993,11,70.5,Sunshine,England_SE_and_Central_S
1994,11,37.4,Sunshine,England_SE_and_Central_S
1995,11,74.2,Sunshine,England_SE_and_Central_S
1996,11,96.0,Sunshine,England_SE_and_Central_S
1997,11,62.9,Sunshine,England_SE_and_Central_S
1998,11,89.8,Sunshine,England_SE_and_Central_S
1999,11,81.8,Sunshine,England_SE_and_Central_S
2000,11,72.4,Sunshine,England_SE_and_Central_S
2001,11,87.8,Sunshine,England_SE_and_Central_S
2002,11,62.0,Sunshine,England_SE_and_Central_S
2003,11,75.4,Sunshine,England_SE_and_Central_S
2004,11,53.9,Sunshine,England_SE_and_Central_S
2005,11,93.8,Sunshine,England_SE_and_Central_S
2006,11,100.1,Sunshine,England_SE_and_Central_S
2007,11,86.1,Sunshine,England_SE_and_Central_S
2008,11,47.0,Sunshine,England_SE_and_Central_S
2009,11,67.0,Sunshine,England_SE_and_Central_S
2010,11,56.4,Sunshine,England_SE_and_Central_S
2011,11,56.4,Sunshine,England_SE_and_Central_S
2012,11,74.9,Sunshine,England_SE_and_Central_S
2013,11,78.5,Sunshine,England_SE_and_Central_S
2014,11,58.3,Sunshine,England_SE_and_Central_S
2015,11,29.5,Sunshine,England_SE_and_Central_S
2016,11,84.1,Sunshine,England_SE_and_Central_S
2017,11,84.6,Sunshine,England_SE_and_Central_S
2018,11,76.0,Sunshine,England_SE_and_Central_S
2019,11,59.0,Sunshine,England_SE_and_Central_S
2020,11,60.3,Sunshine,England_SE_and_Central_S
2021,11,74.7,Sunshine,England_SE_and_Central_S
2022,11,72.4,Sunshine,England_SE_and_Central_S
2023,11,79.2,Sunshine,England_SE_and_Central_S
2024,11,53.6,Sunshine,England_SE_and_Central_S
2025,11,77.4,Sunshine,England_SE_and_Central_S
2026,11,,Sunshine,England_SE_and_Central_S
1910,12,36.8,Sunshine,England_SE_and_Central_S
1911,12,46.6,Sunshine,England_SE_and_Central_S
1912,12,32.4,Sunshine,England_SE_and_Central_S
1913,12,44.4,Sunshine,England_SE_and_Central_S
1914,12,43.9,Sunshine,England_SE_and_Central_S
1915,12,34.0,Sunshine,England_SE_and_Central_S
1916,12,32.5,Sunshine,England_SE_and_Central_S
1917,12,63.9,Sunshine,England_SE_and_Central_S
1918,12,32.8,Sunshine,England_SE_and_Central_S
1919,12,34.5,Sunshine,England_SE_and_Central_S
1920,12,34.6,Sunshine,England_SE_and_Central_S
1921,12,37.7,Sunshine,England_SE_and_Central_S
1922,12,47.7,Sunshine,England_SE_and_Central_S
1923,12,47.4,Sunshine,England_SE_and_Central_S
1924,12,52.6,Sunshine,England_SE_and_Central_S
1925,12,62.5,Sunshine,England_SE_and_Central_S
1926,12,55.8,Sunshine,England_SE_and_Central_S
1927,12,34.2,Sunshine,England_SE_and_Central_S
1928,12,46.5,Sunshine,England_SE_and_Central_S
1929,12,63.4,Sunshine,England_SE_and_Central_S
1930,12,36.0,Sunshine,England_SE_and_Central_S
1931,12,37.4,Sunshine,England_SE_and_Central_S
1932,12,52.9,Sunshine,England_SE_and_Central_S
1933,12,45.9,Sunshine,England_SE_and_Central_S
1934,12,28.3,Sunshine,England_SE_and_Central_S
1935,12,44.5,Sunshine,England_SE_and_Central_S
1936,12,65.0,Sunshine,England_SE_and_Central_S
1937,12,34.4,Sunshine,England_SE_and_Central_S
1938,12,52.3,Sunshine,England_SE_and_Central_S
1939,12,45.6,Sunshine,England_SE_and_Central_S
1940,12,47.9,Sunshine,England_SE_and_Central_S
1941,12,44.0,Sunshine,England_SE_and_Central_S
1942,12,48.3,Sunshine,England_SE_and_Central_S
1943,12,46.3,Sunshine,England_SE_and_Central_S
1944,12,58.7,Sunshine,England_SE_and_Central_S
1945,12,46.2,Sunshine,England_SE_and_Central_S
1946,12,70.2,Sunshine,England_SE_and_Central_S
1947,12,39.8,Sunshine,England_SE_and_Central_S
1948,12,63.5,Sunshine,England_SE_and_Central_S
1949,12,59.0,Sunshine,England_SE_and_Central_S
1950,12,44.7,Sunshine,England_SE_and_Central_S
1951,12,54.9,Sunshine,England_SE_and_Central_S
1952,12,61.4,Sunshine,England_SE_and_Central_S
1953,12,34.3,Sunshine,England_SE_and_Central_S
1954,12,50.6,Sunshine,England_SE_and_Central_S
1955,12,38.8,Sunshine,England_SE_and_Central_S
1956,12,17.6,Sunshine,England_SE_and_Central_S
1957,12,57.0,Sunshine,England_SE_and_Central_S
1958,12,33.7,Sunshine,England_SE_and_Central_S
1959,12,33.4,Sunshine,England_SE_and_Central_S
1960,12,50.8,Sunshine,England_SE_and_Central_S
1961,12,69.6,Sunshine,England_SE_and_Central_S
1962,12,84.4,Sunshine,England_SE_and_Central_S
1963,12,47.8,Sunshine,England_SE_and_Central_S
1964,12,49.7,Sunshine,England_SE_and_Central_S
1965,12,59.0,Sunshine,England_SE_and_Central_S
1966,12,36.0,Sunshine,England_SE_and_Central_S
1967,12,54.2,Sunshine,England_SE_and_Central_S
1968,12,32.6,Sunshine,England_SE_and_Central_S
1969,12,26.9,Sunshine,England_SE_and_Central_S
1970,12,47.2,Sunshine,England_SE_and_Central_S
1971,12,30.9,Sunshine,England_SE_and_Central_S
1972,12,55.5,Sunshine,England_SE_and_Central_S
1973,12,56.9,Sunshine,England_SE_and_Central_S
1974,12,48.4,Sunshine,England_SE_and_Central_S
1975,12,48.6,Sunshine,England_SE_and_Central_S
1976,12,58.3,Sunshine,England_SE_and_Central_S
1977,12,39.9,Sunshine,England_SE_and_Central_S
1978,12,32.3,Sunshine,England_SE_and_Central_S
1979,12,55.5,Sunshine,England_SE_and_Central_S
1980,12,63.0,Sunshine,England_SE_and_Central_S
1981,12,45.8,Sunshine,England_SE_and_Central_S
1982,12,50.4,Sunshine,England_SE_and_Central_S
1983,12,60.3,Sunshine,England_SE_and_Central_S
1984,12,53.7,Sunshine,England_SE_and_Central_S
1985,12,39.5,Sunshine,England_SE_and_Central_S
1986,12,60.9,Sunshine,England_SE_and_Central_S
1987,12,37.9,Sunshine,England_SE_and_Central_S
1988,12,39.2,Sunshine,England_SE_and_Central_S
1989,12,25.6,Sunshine,England_SE_and_Central_S
1990,12,51.6,Sunshine,England_SE_and_Central_S
1991,12,53.4,Sunshine,England_SE_and_Central_S
1992,12,48.1,Sunshine,England_SE_and_Central_S
1993,12,49.4,Sunshine,England_SE_and_Central_S
1994,12,57.1,Sunshine,England_SE_and_Central_S
1995,12,41.3,Sunshine,England_SE_and_Central_S
1996,12,53.3,Sunshine,England_SE_and_Central_S
1997,12,50.5,Sunshine,England_SE_and_Central_S
1998,12,39.3,Sunshine,England_SE_and_Central_S
1999,12,69.8,Sunshine,England_SE_and_Central_S
2000,12,41.4,Sunshine,England_SE_and_Central_S
